;name;date;party;okrug;drived;registered;elected
0;Белоус Анатолий Николаевич;01.07.1976;"Московское городское отделение Всероссийской политической партии ""ПАРТИЯ РОСТА""";1;выдвинут;зарегистрирован;
1;Кожевников Алексей Михайлович;08.07.1979;"Московское городское отделение Всероссийской политической партии ""ПАРТИЯ РОСТА""";3;выдвинут;зарегистрирован;
2;Леонтьев Дмитрий Алексеевич;07.09.1987;"Московское городское отделение Всероссийской политической партии ""ПАРТИЯ РОСТА""";1;выдвинут;зарегистрирован;
3;Юн-Ни Михаил Владимирович;23.03.1990;"Московское городское отделение Всероссийской политической партии ""ПАРТИЯ РОСТА""";1;выдвинут;зарегистрирован;
4;Буркова Полина Игоревна;05.04.1996;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;3;выдвинут;отказ в регистрации;
5;Емельянцев Артем Борисович;02.09.1978;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;1;выдвинут;отказ в регистрации;
6;Косткина Наталья Иссаковна;01.11.1958;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;1;выдвинут;зарегистрирован;
7;Крахмалев Анатолий Константинович;09.11.1957;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;2;утративший статус выдвинутого кандидата;;
8;Пономарева Олеся Андреевна;15.05.1981;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;2;выдвинут;зарегистрирован;
9;Ахундов Фарид Айдынович;02.10.1985;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";3;выдвинут;зарегистрирован;
