;name;date;party;okrug;drived;registered;elected
0;Канов Алексей Владимирович;07.11.1978;"Московское городское отделение Всероссийской политической партии ""ПАРТИЯ РОСТА""";4;выдвинут;зарегистрирован;
1;Батраченко Петр Игоревич;03.11.1996;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;2;выдвинут;зарегистрирован;
2;Еремина Татьяна Валериевна;08.06.1977;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;4;выдвинут;зарегистрирован;
3;Нестеренко Татьяна Арефьевна;19.09.1964;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;1;выдвинут;зарегистрирован;
4;Андрюшин Анатолий Рудольфович;20.01.1964;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";1;выдвинут;зарегистрирован;
5;Булгаков Владимир Георгиевич;09.10.1952;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";4;выдвинут;зарегистрирован;
6;Ветчинкина Ирина Викторовна;05.04.1965;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";1;выдвинут;зарегистрирован;
7;Герасимов Николай Юрьевич;20.08.1980;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";4;выдвинут;зарегистрирован;
8;Голованова Наталья Александровна;17.04.1975;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";1;выдвинут;зарегистрирован;
9;Зыков Николай Аполлонович;17.03.1966;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";4;выдвинут;зарегистрирован;
10;Иванов Анатолий Алексеевич;23.06.1949;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";2;выдвинут;зарегистрирован;
11;Караченков Владимир Дмитриевич;12.11.1950;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";3;выдвинут;зарегистрирован;
12;Кузнецов Василий Иванович;10.10.1945;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";3;выдвинут;зарегистрирован;
13;Кузнецова Татьяна Ивановна;13.05.1955;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";2;выдвинут;зарегистрирован;
14;Маресьева Елена Павловна;31.05.1959;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";1;выдвинут;зарегистрирован;
15;Мильцов Александр Никитович;13.05.1947;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";4;выдвинут;зарегистрирован;
16;Миронов Алексей Александрович;27.07.1978;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";2;выдвинут;зарегистрирован;
17;Смирнова Нина Алексеевна;06.07.1955;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";3;выдвинут;зарегистрирован;
18;Теплов Алексей Аркадьевич;06.08.1943;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";3;выдвинут;зарегистрирован;
19;Филиппов Владимир Юрьевич;09.10.1950;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";2;выдвинут;зарегистрирован;
20;Ведмедь Артур Алексеевич;29.07.1996;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;4;выдвинут;зарегистрирован;
21;Величко Алексей Алексеевич;29.07.1993;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;4;выдвинут;зарегистрирован;
22;Галлямов Олег Раульевич;06.06.1981;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;2;выдвинут;зарегистрирован;
23;Зайцев Роман Александрович;13.08.1979;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;4;выдвинут;зарегистрирован;
24;Золочевский Виталий Сергеевич;23.12.1986;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;3;выдвинут;зарегистрирован;
25;Ларионова Ольга Сергеевна;28.01.1997;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;2;выдвинут;зарегистрирован;
26;Лобынцев Сергей Владимирович;25.04.1970;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;3;выдвинут;выбывший (после регистрации) кандидат;
27;Марусов Сергей Александрович;09.07.1979;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
28;Митяев Александр Константинович;07.04.1997;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;2;выдвинут;зарегистрирован;
29;Осадчий Николай Витальевич;12.09.1991;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;2;выдвинут;зарегистрирован;
30;Репин Ефим Николаевич;09.08.1972;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
31;Тупиков Максим Михайлович;29.01.1980;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
32;Анашкин Евгений Юрьевич;09.11.1984;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";3;выдвинут;зарегистрирован;избр.
33;Андреева Ольга Владиславовна;31.12.1973;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;избр.
34;Баринов Игорь Николаевич;26.06.1969;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
35;Гриева Ольга Васильевна;28.01.1956;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";3;выдвинут;зарегистрирован;избр.
36;Иванов Михаил Владимирович;15.03.1986;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";4;выдвинут;зарегистрирован;избр.
37;Иванычев Максим Сергеевич;20.06.1981;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;избр.
38;Илюхина Наталья Алексеевна;20.12.1966;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
39;Кобцова Ирина Анатольевна;03.12.1957;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;избр.
40;Королева Ирина Валентиновна;24.03.1975;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;
41;Корочина Татьяна Геннадьевна;22.05.1957;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";3;выдвинут;зарегистрирован;избр.
42;Куранина Вера Васильевна;16.04.1954;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";4;выдвинут;зарегистрирован;избр.
43;Питько Роман Игоревич;08.10.1985;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";4;выдвинут;зарегистрирован;избр.
