;name;date;party;okrug;drived;registered;elected
0;Закондырин Александр Евгеньевич;07.09.1984;"Московское городское отделение ПОЛИТИЧЕСКОЙ ПАРТИИ ""АЛЬЯНС ЗЕЛЕНЫХ""";1;выдвинут;зарегистрирован;
1;Косинова Дарья Михайловна;04.03.1992;"Московское городское отделение ПОЛИТИЧЕСКОЙ ПАРТИИ ""АЛЬЯНС ЗЕЛЕНЫХ""";2;выдвинут;зарегистрирован;
2;Малкина Юлия Андреевна;04.08.1986;"Московское городское отделение ПОЛИТИЧЕСКОЙ ПАРТИИ ""АЛЬЯНС ЗЕЛЕНЫХ""";2;выдвинут;зарегистрирован;
3;Никитин Геннадий Валентинович;05.08.1958;"Московское городское отделение ПОЛИТИЧЕСКОЙ ПАРТИИ ""АЛЬЯНС ЗЕЛЕНЫХ""";1;выдвинут;выбывший (после регистрации) кандидат;
4;Паршков Алексей Иванович;12.04.1989;"Московское городское отделение ПОЛИТИЧЕСКОЙ ПАРТИИ ""АЛЬЯНС ЗЕЛЕНЫХ""";1;выдвинут;зарегистрирован;
5;Пономаренко Андрей Игоревич;06.11.1958;"Московское городское отделение ПОЛИТИЧЕСКОЙ ПАРТИИ ""АЛЬЯНС ЗЕЛЕНЫХ""";2;выдвинут;зарегистрирован;
6;Ситнин Алексей Всеволодович;21.05.1966;"Московское городское отделение ПОЛИТИЧЕСКОЙ ПАРТИИ ""АЛЬЯНС ЗЕЛЕНЫХ""";2;выдвинут;зарегистрирован;
7;Тюняева Татьяна Михайловна;07.08.1959;"Московское городское отделение ПОЛИТИЧЕСКОЙ ПАРТИИ ""АЛЬЯНС ЗЕЛЕНЫХ""";1;выдвинут;зарегистрирован;
8;Клепцова Людмила Николаевна;01.01.1948;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;2;выдвинут;зарегистрирован;
9;Крылова Лариса Сергеевна;04.04.1959;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;2;утративший статус выдвинутого кандидата;;
10;Нефёдов Михаил Евгеньевич;04.07.1995;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;1;выдвинут;зарегистрирован;
11;Синицын Константин Геннадьевич;08.06.1975;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;1;выдвинут;зарегистрирован;
12;Хмелевская Елена Михайловна;01.02.1983;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;1;выдвинут;зарегистрирован;
13;Шорникова Анна Андреевна;05.02.1988;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;2;утративший статус выдвинутого кандидата;;
